2650          61.670     9.700  KVAM                          
2653          61.680     9.550  SJOA                          
2654          61.720     9.430  FAUKSTAD                      
2655          61.770     9.290  BJØLSTADMO                    
2656          61.740     9.150  LEIRFLATEN                    
2660          62.080     9.120  DOMBÅS                        
2661          62.210     9.560  HJERKINN                      
2662          61.980     9.250  DOVRE                         
2663          61.920     9.330  BRENNHAUG                     
2664          61.840     9.440  SEL                           
2665          62.130     8.850  LESJA                         
2666          62.140     8.680  LORA                          
2668          62.230     8.360  LESJASKOG                     
2670          61.800     9.500  OTTA                          
2680          61.900     9.110  VÅGÅMO                        
2682          61.820     9.280  LALM                          
2684          61.510     8.830  GJENDESHEIM                   
2685          61.860     8.810  GARMO                         
2686          61.830     8.560  LOM                           
2687          61.710     8.370  BØVERDALEN                    
2690          61.870     8.430  SKJÅK                         
2693          61.900     8.170  NORDBERG                      
2695          62.020     7.660  GROTLI                        
2699          61.960     7.880  POLLFOSS                      
2730          60.300    10.570  LUNNER                        
2740          60.280    10.630  ROA                           
2742          60.250    10.670  GRUA                          
2743          60.190    10.720  HARESTUA                      
2750          60.340    10.580  GRAN                          
2752          60.400    10.520  GRANAVOLLEN                   
2754          60.380    10.390  VESTRE GRAN                   
2760          60.420    10.380  BRANDBU                       
2770          60.380    10.580  JAREN                         
2800          60.800    10.680  GJØVIK                        
2812          60.810    10.590  BYBRUA                        
2861          60.840    10.300  LANDÅSBYGDA                   
2820          60.940    10.600  BIRI                          
2823          61.020    10.470  BIRISTRAND                    
2824          60.890    10.660  REDALEN                       
2828          60.910    10.330  MIDTSNERTINGDAL               
2829          60.930    10.270  ØVRE SNERTINGDAL              
2830          60.730    10.610  RAUFOSS                       
2834          60.780    10.630  NYGARD                        
2838          60.880    10.430  SNERTINGDAL                   
2840          60.680    10.620  REINSVOLL                     
2843          60.630    10.700  EINA                          
2846          60.670    10.690  BØVERBU                       
2847          60.650    10.740  KOLBU                         
2848          60.650    10.930  SKREIA                        
2849          60.710    10.860  KAPP                          
2850          60.680    10.820  LENA                          
2859          60.750    10.760  NORDRE TOTEN                  
2860          60.710    10.340  HOV                           
2863          60.810    10.180  ODNES                         
2864          60.680    10.360  FALL                          
2865          60.640    10.490  SKRUKLI                       
2866          60.590    10.360  ENGER                         
2870          60.840    10.070  DOKKA                         
2880          61.020    10.050  NORD-TORPA                    
2884          60.950    10.130  AUST-TORPA                    
2890          60.950     9.640  ETNEDAL                       
2897          60.850     9.630  TONSÅSEN                      
2900          60.990     9.240  FAGERNES                      
2923          60.880     9.220  FJELLBU                       
2930          60.820     9.540  BAGN                          
2933          60.830     9.480  REINLI                        
2936          60.640     9.770  BEGNDALEN                     
2937          60.640     9.870  BEGNA                         
2940          61.160     9.090  HEGGENES                      
2942          61.140     9.080  VOLBU                         
2943          61.130     9.130  ROGNE                         
2917          61.050     9.220  SKRAUTVÅL                     
2950          61.230     8.990  SKAMMESTEIN                   
2953          61.270     8.940  BEITOSTØLEN                   
2954          61.350     8.830  BYGDIN                        
2960          61.060     9.060  RØN                           
2963          61.020     9.130  ULNES                         
2966          61.100     8.900  SLIDRE                        
2967          61.170     8.880  LOMEN                         
2970          61.170     8.690  ØYLO                          
2977          61.180     8.380  ØYE                           
2985          61.150     8.240  TYINKRYSSET FJELLSTOVE        
2986          61.140     8.140  NYSTOVA BRH.I                 
2990          61.180     8.230  TYIN BRH.I                    
2992          61.320     8.270  TYINHOLMEN                    
2993          61.380     8.310  EIDSBUGARDEN                  
3000          59.730    10.210  DRAMMEN                       
3020          59.750     9.990  KROKSTADELVA                  
3057          59.740    10.110  SOLBERGELVA                   
3023          59.740    10.060  SOLBERGMOEN                   
3024          59.730    10.380  HYGGEN                        
3030          59.710    10.170  KONNERUD                      
3040          59.730    10.130  GULSKOGEN                     
3050          59.730    10.010  MJØNDALEN                     
3060          59.600    10.400  SVELVIK                       
3070          59.570    10.220  SANDE I VESTFOLD              
3074          59.530    10.370  SKOGER                        
3080          59.470    10.320  HOLMESTRAND                   
3088          59.490    10.250  BOTNE                         
3090          59.520    10.090  HOF                           
3094          59.490    10.070  KLEPPAN                       
3095          59.590    10.040  EIDSFOSS                      
3100          59.290    10.430  TØNSBERG                      
3174          59.370    10.270  REVETAL                       
3120          59.290    10.160  ANDEBU                        
3130          59.270    10.410  TEIE                          
3132          59.230    10.470  HUSØYSUND                     
3135          59.180    10.450  TORØD                         
3159          59.220    10.330  MELSOMVIK                     
3140          59.230    10.410  BORGHEIM                      
3143          59.170    10.390  KJØPMANNSKJÆR                 
3144          59.140    10.350  VEIERLAND                     
3145          59.100    10.410  TJØME                         
3166          59.280    10.470  TOLVSRØD                      
3155          59.340    10.460  ÅSGÅRDSSTRAND                 
3157          59.320    10.370  BARÅKER                       
3160          59.220    10.290  STOKKE                        
3170          59.270    10.330  SEM                           
3185          59.380    10.420  SKOPPUM                       
3192          59.420    10.480  HORTEN                        
3200          59.130    10.230  SANDEFJORD                    
3222          59.110    10.270  VELØY                         
3250          59.040    10.040  LARVIK                        
3260          59.020    10.080  ØSTRE HALSEN                  
3265          58.980     9.860  HELGEROA                      
3296          58.980     9.890  NEVLUNGHAMN                   
3270          59.060    10.060  NANSET                        
3272          59.190     9.970  KVELDE                        
3280          59.030    10.120  TJODALYNG                     
3290          59.010    10.050  STAVERN                       
3300          59.760     9.910  HOKKSUND                      
3310          59.740     9.950  STEINBERG                     
3320          59.710     9.870  VESTFOSSEN                    
3322          59.690     9.810  DARBU                         
3330          59.830     9.890  SKOTSELV                      
3340          59.890     9.920  ÅMOT                          
3350          60.040     9.650  PRESTFOSS                     
3355          59.960     9.790  SOLUMSMOEN                    
3358          60.130     9.440  NEDRE EGGEDAL                 
3359          60.260     9.350  EGGEDAL                       
3360          59.920     9.970  GEITHUS                       
3370          59.960    10.000  VIKERSUND                     
3387          60.020     9.870  SNARUM                        
3388          60.000     9.920  SYSLE                         
3400          59.780    10.240  LIER                          
3410          59.880    10.290  SYLLING                       
3417          59.810    10.200  EGGE                          
3420          59.810    10.270  LIERSKOGEN                    
3425          59.770    10.290  REISTAD                       
3430          59.730    10.340  SPIKKESTAD                    
3440          59.740    10.410  RØYKEN                        
3470          59.770    10.500  SLEMMESTAD                    
3472          59.750    10.480  DALBØ                         
3474          59.680    10.520  ÅROS                          
3475          59.670    10.530  SÆTRE                         
3478          59.740    10.510  NÆRSNES                       
3480          59.580    10.630  FILTVET                       
3482          59.560    10.570  TOFTE                         
3483          59.560    10.480  KANA                          
3484          59.570    10.460  HOLMSBU                       
3490          59.610    10.460  KLOKKARSTUA                   
3500          60.170    10.250  HØNEFOSS                      
3503          60.070    10.160  TYRISTRAND                    
3504          59.950    10.350  SOLLIHØGDA                    
3505          60.050    10.300  KROKKLEIVA                    
3507          60.160    10.320  KLEKKEN                       
3510          60.230     9.910  SOKNA                         
3535          60.120     9.790  KRØDEREN                      
3516          60.180     9.630  NORESUND                      
3521          60.200    10.400  JEVNAKER                      
3522          60.520    10.280  BJORNEROA                     
3524          60.570     9.970  NES I ÅDAL                    
3528          60.630     9.700  HEDALEN                       
3533          60.430     9.330  STAVN                         
3536          60.500     9.190  BROMMA                        
3539          60.420     9.460  FLÅ                           
3540          60.580     9.110  NESBYEN                       
3550          60.710     9.000  GOL                           
3560          60.870     8.580  HEMSEDAL                      
3565          60.910     8.320  STOREGARD FJELLSTOVE          
3570          60.630     8.570  ÅL                            
3572          60.710     8.500  LEVELD                        
3576          60.620     8.320  HOL                           
3577          60.630     8.170  HOVET                         
3579          60.670     8.750  TORPO                         
3580          60.530     8.200  GEILO                         
3581          60.500     8.200  GEILO                         
3588          60.420     8.490  DAGALI                        
3590          60.600     7.500  FINSE                         
3595          60.520     7.860  HAUGASTØL                     
3600          59.640     9.640  KONGSBERG                     
3620          59.860     9.450  FLESBERG                      
3622          59.760     9.600  SVENE                         
3623          59.820     9.570  LAMPELAND                     
3626          59.990     9.300  ROLLAG                        
3628          60.050     9.160  VEGGLI                        
3629          60.160     9.020  NORE I NUMEDAL                
3630          60.280     8.970  RØDBERG                       
3632          60.290     8.760  UVDAL                         
3618          59.610     9.700  SKOLLENBORG                   
3645          59.570     9.660  HEISTADMOEN                   
3646          59.380     9.940  SVARSTAD                      
3647          59.470    10.020  HVITTINGFOSS                  
3648          59.490     9.840  PASSEBEKK                     
3650          59.990     8.840  TINN I AUSTBYGD               
3651          60.140     8.710  TESSUNGDALEN                  
3654          59.720     9.280  BOLKESJØ                      
3656          59.980     8.770  ALTRÅ                         
3658          59.910     8.760  MILAND                        
3660          59.880     8.600  RJUKAN                        
3670          59.550     9.270  NOTODDEN                      
3682          59.680     9.050  GRANSHERAD                    
3690          59.510     8.660  HJARTDAL                      
3692          59.610     8.940  SAULAND                       
3697          59.750     8.820  TUDDAL                        
3700          59.210     9.600  SKIEN                         
3710          59.280     9.720  SILJAN                        
3720          59.220     9.530  SKOTFOSS                      
3728          59.270     9.320  FEN                           
3830          59.280     9.280  ULEFOSS                       
3740          59.300     9.100  LUNDE                         
3750          59.090     9.040  DRANGEDAL                     
3760          58.970     9.160  NESLANDSVATN                  
3766          58.890     9.310  SANNIDAL                      
3770          58.890     9.400  KRAGERØ                       
3780          58.860     9.490  SKÅTØY                        
3781          58.860     9.600  JOMFRULAND                    
3784          58.900     9.520  LANGØY GRUVER                 
3788          58.840     9.420  STABBESTAD                    
3790          58.910     9.440  HELLE                         
3800          59.420     9.060  BØ I TELEMARK                 
3810          59.370     9.180  GVARV                         
3812          59.380     9.240  AKKERHAUGEN                   
3820          59.390     9.330  NORDAGUTU                     
3840          59.480     8.620  SELJORD                       
3841          59.580     8.560  FLATDAL                       
3847          59.450     8.480  BRUNKEBERG                    
3850          59.410     8.490  KVITESEID                     
3852          59.310     8.680  FJÅGESUND                     
3853          59.330     8.470  VRÅDAL                        
3854          59.170     8.510  NISSEDAL                      
3860          59.500     8.200  HØYDALSMO                     
3863          59.420     8.180  LÅRDAL                        
3864          59.780     8.030  RAULAND                       
3870          59.190     8.080  FYRESDAL                      
3878          59.370     8.160  VRÅLIOSEN                     
3880          59.450     7.990  DALEN                         
3892          59.620     7.880  VINJE                         
3894          59.720     7.770  GRUNGEDAL                     
3895          59.700     7.600  EDLAND                        
3900          59.130     9.650  PORSGRUNN                     
3947          59.090     9.790  LANGANGEN                     
3930          59.180     9.800  OKLUNGEN BRH.II               
3942          59.090     9.690  SKJELSVIK                     
3950          59.080     9.710  BREVIK                        
3960          59.040     9.690  STATHELLE                     
3965          59.100     9.560  HERRE                         
3970          59.010     9.760  LANGESUND                     
3990          58.960     9.580  ØDEGÅRDENS VERK               
3994          59.000     9.390  RØRHOLT                       
4000          58.970     5.740  STAVANGER                     
4020          59.000     5.700  HUNDVÅG                       
4076          59.000     5.780  VASSØY                        
4030          58.930     5.740  HINNA                         
4032          58.920     5.710  GAUSEL                        
4042          59.000     5.590  HAFRSFJORD                    
4097          58.900     5.700  SOLA                          
4053          58.870     5.620  RÆGE                          
4054          58.860     5.610  TJELTA                        
4056          58.900     5.600  TANANGER                      
4062          58.780     5.680  KLEPP STASJON                 
4354          58.830     5.600  VOLL                          
4070          59.010     5.640  RANDABERG                     
4090          59.080     5.400  KVITSØY                       
4100          59.000     6.100  JØRPELAND                     
4102          58.970     5.970  IDSE                          
4110          58.900     6.100  FORSAND                       
4127          59.050     6.660  LYSEBOTN                      
4115          59.020     6.310  SONGESAND                     
4120          59.100     6.000  TAU                           
4122          59.110     6.010  FISKÅ                         
4130          59.240     6.190  HJELMELAND                    
4133          59.250     6.350  LAUGALAND                     
4140          59.360     6.250  ERFJORD                       
4150          59.120     5.720  RENNESØY                      
4163          59.100     5.800  TALGJE                        
4164          59.170     5.820  FOGN                          
4168          59.160     6.000  BYRE                          
4170          59.200     5.800  SJERNARØY                     
4174          59.220     5.860  HELGØYSUND                    
4182          59.210     5.970  SKARTVEIT                     
4187          59.200     6.100  OMBO                          
4198          59.340     5.980  FOLDØY                        
4200          59.670     6.340  SAUDA                         
5585          59.540     5.880  SANDEID                       
4230          59.480     6.280  SAND                          
4240          59.500     6.530  SULDALSOSEN                   
4244          59.650     6.790  NESFLATEN                     
4250          59.310     5.330  KOPERVIK                      
4260          59.400     5.300  TORVASTAD                     
4264          59.340     5.230  KVALAVÅG                      
4265          59.320     5.270  HÅVIK                         
4270          59.280     5.220  ÅKREHAMN                      
4272          59.200     5.200  SANDVE                        
4274          59.250     5.220  STOL PÅ KARMØY                
4295          59.310     5.260  VEDAVÅGEN                     
4280          59.170     5.290  SKUDENESHAVN                  
4300          58.900     5.800  SANDNES                       
4320          58.930     5.880  HOMMERSÅK                     
4330          58.740     5.880  ÅLGÅRD                        
4332          58.780     5.820  FIGGJO                        
4333          58.830     6.070  OLTEDAL                       
4335          58.830     6.180  DIRDAL                        
4340          58.800     5.700  BRYNE                         
4342          58.690     5.790  UNDHEIM                       
4343          58.730     5.570  ORRE                          
4355          58.770     5.730  KVERNALAND                    
4350          58.670     5.670  NÆRBØ                         
4352          58.770     5.700  ÅNA                           
4368          58.640     5.670  VARHAUG                       
4363          58.550     5.780  BRUSAND                       
4364          58.520     5.820  SIREVÅG                       
4375          58.480     5.900  HELLVIK                       
4367          58.580     5.700  VIGRESTAD                     
4370          58.460     6.010  EGERSUND                      
4380          58.350     6.280  HAUGE I DALANE                
4387          58.580     6.100  BJERKREIM                     
4389          58.640     6.110  VIKESÅ                        
4463          58.530     6.320  UALAND                        
4394          58.470     6.350  HESKESTAD                     
4400          58.290     6.650  FLEKKEFJORD                   
4420          58.280     6.430  ÅNA-SIRA                      
4432          58.240     6.660  HIDRASUND                     
4434          58.230     6.680  ANDABELØY                     
4440          58.680     6.720  TONSTAD                       
4443          58.880     6.860  TJØRHOLM                      
4445          58.570     6.740  HAUGHOM                       
4448          58.370     6.850  GYLAND                        
4460          58.440     6.560  MOI                           
4462          58.500     6.510  HOVSHERAD                     
4470          58.370     6.980  STOREKVINA                    
4480          58.310     6.970  KVINESDAL                     
4484          58.280     6.900  ØYESTRANDA                    
4485          58.260     6.800  FEDA                          
4510          58.050     7.140  SPANGEREID                    
4520          58.080     7.300  SØR-AUDNEDAL                  
4550          58.090     6.810  FARSUND                       
4563          58.110     6.600  BORHAUG                       
4580          58.140     7.090  LYNGDAL                       
4600          58.200     8.000  KRISTIANSAND                  
4620          58.120     7.920  VÅGSBYGD                      
4640          58.100     7.800  SØGNE                         
4632          58.080     7.890  LANGENESBYGDA                 
4636          58.080     7.990  FLEKKERØY                     
4640          58.310     7.600  FINSLAND                      
4660          58.580     7.810  EVJE                          
4663          58.110     6.600  BORHAUG                       
4670          58.540     7.770  HORNNES                       
4681          58.700     7.810  GRENDI                        
4684          58.850     7.790  BYGLAND                       
4690          59.200     7.650  VALLE                         
4692          59.080     7.560  RYSSTAD                       
4754          59.350     7.330  BYKLE                         
4754          59.600     7.500  HOVDEN                        
4700          58.300     8.000  VENNESLA                      
4710          58.200     7.900  MOSBY                         
4724          58.370     7.880  IVELAND                       
4768          58.530     8.120  ENGESLAND                     
4753          58.100     8.130  RANDØYANE                     
4760          58.320     8.240  BIRKELAND                     
4770          58.170     8.240  HØVÅG                         
4772          58.120     8.220  HÆSTADSVINGEN                 
4780          58.190     8.360  BREKKESTØ                     
4786          58.120     8.220  ULVØYSUND                     
4790          58.250     8.340  LILLESAND                     
4800          58.470     8.740  ARENDAL                       
4810          58.510     8.880  EYDEHAMN                      
4815          58.490     8.830  SALTRØD                       
4820          58.530     8.640  FROLAND                       
4828          58.520     8.480  MJÅVATN                       
4834          58.650     8.120  RISDAL                        
4837          58.700     8.300  DØLEMO                        
4863          58.660     8.620  NELAUG                        
4845          58.690     8.720  SELÅSVATN                     
4865          58.870     8.490  ÅMLI                          
4870          58.370     8.680  FEVIK                         
4880          58.400     8.640  RYKENE                        
4890          58.340     8.590  GRIMSTAD                      
4888          58.270     8.520  HOMBORSUND                    
4900          58.630     8.930  TVEDESTRAND                   
4909          58.690     9.010  SONGE                         
4910          58.660     9.140  LYNGØR                        
4912          58.650     9.130  GJEVING                       
4915          58.590     9.060  VESTRE SANDØYA                
4916          58.570     9.000  BORØY                         
4920          58.560     8.980  STAUBØ                        
4925          58.530     8.940  NARESTØ                       
4930          58.750     8.870  VEGÅRDSHEI                    
4934          58.630     8.870  NESGRENDA                     
4950          58.720     9.240  RISØR                         
4980          58.880     9.000  GJERSTAD                      
4990          58.760     9.080  SØNDELED                      
4993          58.830     9.080  SUNDEBRU                      
4994          58.730     9.050  AKLAND                        
9995000       60.380     5.330  BERGEN                        
5009          60.380     5.330  BERGEN
5039          60.380     5.330  BERGEN
5063          60.380     5.330  BERGEN
5055          60.380     5.330  BERGEN
5096          60.380     5.330  BERGEN
5825          60.400     5.400  LANDÅS                        
5847          60.380     5.290  LAKSEVÅG                      
5826          60.370     5.340  MINDE                         
9995845       60.300     5.300  FYLLINGSDALEN                 
5148          60.300     5.300  FYLLINGSDALEN                 
5145          60.300     5.300  FYLLINGSDALEN		
5144          60.300     5.300  FYLLINGSDALEN
5141          60.300     5.300  FYLLINGSDALEN
5152          60.333     5.030  BØNES
5155          60.333     5.030  BØNES
9995040       60.340     5.350  PARADIS                       
5232          60.340     5.350  PARADIS
9995857       60.300     5.330  RÅDAL                         
5238          60.300     5.330  RÅDAL
5047          60.270     5.330  STEND                         
9995853       60.320     5.360  NESTTUN                       
5221          60.320     5.360  NESTTUN
5226          60.320     5.360  NESTTUN
5225          60.320     5.360  NESTTUN
